# Program:featureCounts v1.5.3; Command:"featureCounts" "-t" "exon" "-D" "1500" "-p" "--primary" "-T" "3" "-s" "1" "-a" "/Users/benayoun/Softwares/Genomes/mm10_genes.gtf" "-o" "2022-03-30_PeriMac_NIA_aging_CLEAN_counts.txt" "PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam
Fbxw7	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	84815577;84863964;84864137;84864145;84890095;84903501;84903501;84952211;84954875;84954875;84954875;84958504;84958504;84958504;84965248;84965248;84965248;84967440;84967440;84967440;84969165;84969165;84969165;84970796;84970796;84970796;84972375;84972375;84972375;84974403;84974403;84974403;84976174;84976174;84976174;84977273;84977273;84977273	84815769;84864011;84864200;84864200;84890252;84904079;84904079;84952639;84954957;84954957;84954957;84958645;84958645;84958645;84965382;84965382;84965382;84967563;84967563;84967563;84969301;84969301;84969301;84970909;84970909;84970909;84972556;84972556;84972556;84974628;84974628;84974628;84976384;84976384;84976384;84979198;84979198;84979198	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4751	1866	1979	1263	1198	1601	1989	2054	1227	931	1812	2214	2075	1669	1594	2041	2028	1702	2278	1357	1736
Dear1	chr3	84965056	84965580	-	525	1	0	1	0	0	0	3	2	0	1	1	2	0	0	3	2	2	2	2	0
1700036G14Rik	chr3;chr3;chr3	85317519;85330959;85331863	85317560;85331290;85332027	+;+;+	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466k	chr3	85467377	85467498	+	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gatb	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	85574129;85575864;85601860;85604381;85605015;85611352;85613463;85616615;85618824;85636924;85644970;85652281;85653724	85574319;85576014;85601973;85604579;85605137;85611465;85613547;85616659;85619013;85637057;85645048;85652415;85654470	+;+;+;+;+;+;+;+;+;+;+;+;+	2307	281	306	186	211	240	263	308	222	133	286	285	263	198	226	296	261	255	190	189	197
Fam160a1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	85660063;85665353;85665788;85672223;85676071;85683580;85688431;85720416;85722392;85730259;85741151;85746089	85661218;85665491;85665966;85673479;85676261;85683659;85688598;85720502;85722550;85730885;85741374;85746209	-;-;-;-;-;-;-;-;-;-;-;-	4388	4	5	2	6	0	1	2	2	7	4	3	1	3	2	2	1	1	8	2	2
Glt28d2	chr3;chr3	85869846;85887127	85872190;85887518	-;-	2737	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0
Prss48	chr3;chr3;chr3;chr3;chr3;chr3	85993810;85997212;85998054;86000382;86000886;86002449	85994080;85997378;85998313;86000544;86000930;86002491	-;-;-;-;-;-	949	2	4	4	1	1	3	3	4	0	2	2	0	3	3	0	0	1	0	0	1
Sh3d19	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	86084434;86093690;86098147;86102890;86104083;86106970;86107212;86113106;86114787;86116819;86120530;86121134;86123146;86123686;86126595	86085357;86093797;86098259;86102951;86104347;86107038;86107352;86113178;86114917;86116877;86120732;86121186;86123332;86123783;86130521	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6413	527	451	360	349	384	523	533	378	278	491	402	416	321	361	466	484	428	539	440	259
Rps3a1	chr3;chr3;chr3;chr3;chr3;chr3	86137940;86138483;86139040;86141239;86141698;86142508	86138110;86138592;86139248;86141426;86141801;86142668	-;-;-;-;-;-	943	8772	9427	6026	5611	7525	8409	7850	5691	4385	8535	8697	7613	5865	6358	8968	7746	8554	7335	7177	6158
Snord73a	chr3	86138791	86138858	-	68	13	29	10	16	17	15	19	13	11	22	14	22	18	11	21	12	11	8	11	5
Rnu73b	chr3	86140617	86140687	-	71	7	15	7	4	12	7	5	9	1	13	6	3	4	5	7	4	7	9	18	2
Lrba	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	86224690;86224690;86224690;86225069;86225069;86225069;86284997;86284997;86284997;86285634;86285634;86285634;86291427;86291427;86291427;86295089;86295089;86295089;86295302;86295302;86295302;86296246;86296246;86296246;86297865;86297865;86297865;86304236;86304236;86304236;86304600;86304600;86304600;86309961;86309961;86309961;86310387;86310387;86310387;86315336;86315336;86315336;86318095;86318095;86318095;86319561;86319561;86319561;86320505;86320505;86320505;86323729;86323729;86323729;86325006;86325006;86325006;86325701;86325701;86325701;86327599;86327599;86327599;86328164;86328164;86328164;86348119;86348119;86348119;86350247;86350247;86350247;86351203;86351203;86351203;86351829;86351829;86351829;86353669;86353669;86353669;86354199;86354199;86354199;86356587;86356587;86356587;86359731;86359731;86359731;86368504;86368504;86368504;86372078;86372078;86372078;86373436;86373436;86373436;86375905;86375905;86375905;86395221;86395221;86395221;86417888;86417888;86417888;86445307;86445307;86445307;86532085;86532085;86532085;86539903;86539903;86539903;86542575;86542575;86542575;86605870;86605870;86605870;86608348;86608348;86608348;86614972;86614972;86614972;86619510;86619510;86619510;86641491;86641491;86641491;86642653;86642653;86642653;86664438;86664438;86664438;86715513;86715513;86715513;86737082;86737082;86737082;86741405;86741405;86741405;86745801;86745801;86745801;86751527;86751527;86757382;86757382;86773100;86773100;86775998;86775998;86780112;86781571	86224754;86224754;86224754;86225504;86225504;86225504;86285228;86285228;86285228;86285734;86285734;86285734;86291522;86291522;86291522;86295210;86295210;86295210;86295428;86295428;86295428;86296365;86296365;86296365;86298011;86298011;86298011;86304433;86304433;86304433;86304733;86304733;86304733;86310069;86310069;86310069;86310539;86310539;86310539;86315504;86315504;86315504;86318174;86318174;86318174;86319623;86319623;86319623;86320602;86320602;86320602;86323821;86323821;86323821;86325114;86325114;86325114;86325782;86325782;86325782;86327722;86327722;86327722;86328356;86328356;86328356;86349168;86349168;86349168;86350425;86350425;86350425;86351356;86351356;86351356;86352009;86352009;86352009;86353796;86353796;86353796;86354306;86354306;86354306;86356746;86356746;86356746;86360181;86360181;86360181;86368637;86368637;86368637;86372156;86372156;86372156;86373569;86373569;86373569;86375966;86375966;86375966;86395285;86395285;86395285;86417996;86417996;86417996;86445473;86445473;86445473;86532209;86532209;86532209;86540049;86540049;86540049;86542711;86542711;86542711;86605987;86605987;86605987;86608450;86608450;86608450;86615087;86615087;86615087;86619622;86619622;86619622;86641631;86641631;86641631;86642772;86642772;86642772;86664590;86664590;86664590;86715680;86715680;86715680;86737171;86737171;86737171;86741582;86741582;86741582;86745863;86745863;86746710;86751682;86751682;86757549;86757549;86773201;86773201;86776971;86776194;86780263;86782694	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11507	1700	1864	1282	1077	1330	1615	1736	1212	808	1610	1893	1606	1329	1550	1803	1855	1519	1262	1517	1239
Mab21l2	chr3	86545581	86548283	-	2703	1	0	4	3	2	4	4	2	0	4	3	3	1	2	5	1	0	0	1	2
Dclk2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	86786150;86786150;86786150;86786150;86786150;86788622;86788622;86791995;86791995;86791995;86791995;86791995;86793219;86793219;86793219;86793219;86793219;86793817;86793817;86793817;86793817;86793817;86798920;86799011;86799011;86799011;86799011;86799011;86799461;86799461;86799461;86799461;86799461;86799461;86805584;86805584;86805584;86805584;86805584;86805584;86806122;86806122;86806122;86806122;86806122;86806122;86813677;86813677;86813677;86813677;86813677;86813677;86815090;86815090;86815090;86815090;86815090;86815090;86816358;86816358;86816358;86816358;86816358;86816358;86824636;86824636;86824636;86824636;86824636;86824636;86830824;86830824;86830824;86831733;86831733;86831733;86831733;86831733;86831733;86836305;86836305;86836305;86836305;86836305;86836305;86905885;86905885;86905885;86905885;86905885;86905885;86919750;86919750;86919750;86919750;86919750;86919750	86787412;86787412;86787412;86787412;86787412;86788634;86788634;86792111;86792111;86792111;86792111;86792111;86793299;86793299;86793299;86793299;86793299;86793913;86793913;86793913;86793913;86793913;86799088;86799088;86799088;86799088;86799088;86799088;86799594;86799594;86799594;86799594;86799594;86799594;86805730;86805730;86805730;86805730;86805730;86805730;86806241;86806241;86806241;86806241;86806241;86806241;86813734;86813734;86813734;86813734;86813734;86813734;86815198;86815198;86815198;86815198;86815198;86815198;86816430;86816430;86816430;86816433;86816433;86816430;86824730;86824730;86824730;86824730;86824730;86824730;86830871;86830871;86830871;86831834;86831834;86831834;86831834;86831834;86831834;86836407;86836407;86836407;86836407;86836407;86836407;86906216;86906216;86906216;86906216;86906216;86906216;86920884;86920884;86920884;86920884;86920884;86920884	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4199	18	9	8	5	3	6	6	9	0	10	10	5	10	3	9	8	1	2	2	2
Cd1d2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	86986586;86986586;86986586;86986988;86986988;86986988;86987543;86987543;86987543;86988278;86988278;86988278;86989151;86989151;86989151;86989336;86989336;86989336	86986705;86986705;86986705;86987146;86987260;86987260;86987821;86987821;86987821;86988555;86988555;86988555;86989247;86989247;86989247;86989532;86989532;86989532	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1244	9	19	6	13	8	15	8	7	9	7	18	8	7	1	16	23	7	77	14	15
Cd1d1	chr3;chr3;chr3;chr3;chr3;chr3	86995836;86996690;86997338;86998072;86998633;86999192	86996601;86996786;86997616;86998350;86998905;86999340	-;-;-;-;-;-	1843	122	238	121	80	83	138	92	110	102	120	138	134	97	115	114	130	140	714	116	93
Kirrel	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87078592;87078592;87083867;87083867;87084805;87084805;87085082;87085082;87086382;87086382;87088166;87088166;87088359;87088359;87089151;87089151;87089482;87089482;87089796;87089796;87090458;87090458;87092105;87092105;87095637;87095637;87097742;87097742;87140977;87140977;87174396;87174396	87083620;87083620;87083944;87083944;87084944;87084944;87085189;87085189;87086580;87086580;87088266;87088266;87088485;87088485;87089278;87089278;87089630;87089630;87089901;87089901;87090608;87090608;87092262;87092262;87095786;87095786;87097906;87097906;87141119;87141122;87174747;87174747	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7287	12	4	8	6	7	13	11	8	11	7	14	6	4	1	6	4	1	20	3	3
Fcrls	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87250965;87252436;87256632;87257308;87258866;87259366;87262179;87263445	87251396;87252756;87256910;87257616;87259147;87259632;87262199;87263524	-;-;-;-;-;-;-;-	1991	174	27	51	94	44	5	35	23	12	154	192	110	125	25	127	24	29	4	75	4
Cd5l	chr3;chr3;chr3;chr3;chr3;chr3	87357881;87360876;87365790;87367541;87368449;87370204	87358029;87360911;87366110;87367879;87368769;87371074	+;+;+;+;+;+	2037	22285	23472	13553	15968	22271	34426	29888	16639	12563	25035	27555	21851	16569	17406	22413	33719	24543	15895	19630	23318
Fcrl1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87376387;87376387;87376387;87381325;87381761;87381761;87381761;87384588;87384588;87384588;87385037;87385037;87385037;87385651;87385651;87386746;87386746;87386746;87389340;87389340;87389340;87389596;87389596;87389596;87390230;87390230;87390230;87391214;87391214;87391214	87376525;87376525;87376525;87381384;87381781;87381781;87381781;87384869;87384869;87384869;87385315;87385315;87385315;87385779;87385779;87386770;87386770;87386770;87389422;87389422;87389422;87389667;87389667;87389667;87390261;87390261;87390261;87392133;87392133;87392133	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2042	1	1	1	0	2	2	0	1	0	1	2	1	0	2	2	2	3	2	0	0
Fcrl5	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87435782;87435782;87440188;87440188;87442005;87443534;87443534;87444057;87444057;87446245;87446245;87448159;87448159;87454624;87454624;87455752;87455752;87457108;87457108;87457370;87457370;87457784;87457784;87466995;87499669	87435948;87435948;87440208;87440208;87442268;87443794;87443794;87444341;87444341;87446526;87446526;87448437;87448437;87454731;87454731;87455779;87455779;87457190;87457190;87457432;87457432;87457853;87457853;87467524;87500678	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv3	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87525578;87525578;87525578;87527258;87527261;87527261;87527870;87527870;87527870;87529224;87529224;87529224;87535511;87535511;87535511	87525659;87525659;87525978;87527316;87527316;87527316;87528107;87528107;87528107;87529339;87529339;87529339;87540158;87540158;87540158	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5462	1320	1170	983	929	1177	1067	1167	869	707	1259	1302	1220	944	968	1345	1354	1098	805	1147	776
Arhgef11	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87618751;87683486;87684468;87685999;87686915;87687814;87688779;87695398;87697345;87697988;87698765;87702158;87702455;87709564;87711500;87713011;87713221;87715985;87717030;87717424;87722357;87725479;87725737;87725964;87726372;87727135;87727370;87727963;87728516;87729205;87729485;87730409;87731176;87731782;87732660;87733148;87734424;87735345;87735806;87737044	87618792;87683577;87684566;87686048;87686972;87687992;87688850;87695517;87697390;87698064;87698902;87702232;87702556;87709662;87711542;87713107;87713343;87716008;87717174;87717520;87722483;87725658;87725784;87726151;87726518;87727214;87727495;87728080;87728694;87729280;87729652;87730499;87731301;87731843;87732872;87733504;87734552;87735571;87735995;87738033	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5600	1819	1654	1258	1147	1531	1700	1793	1227	915	1651	2087	1577	1456	1491	1842	1862	1677	2009	1418	1220
Lrrc71	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87736923;87739349;87739832;87740975;87741436;87741714;87742624;87742786;87742943;87743292;87745223;87745449;87745669;87745882;87748305	87739185;87739470;87739946;87741063;87741529;87741863;87742713;87742869;87743102;87743360;87745300;87745524;87745797;87746031;87748623	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3988	145	100	129	81	127	101	137	93	48	116	115	109	85	116	179	55	84	64	70	65
Pear1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87749097;87749097;87749097;87749097;87749097;87749097;87751110;87751110;87751110;87751110;87751110;87751110;87751440;87751440;87751440;87751440;87751440;87751440;87751650;87751650;87751650;87751650;87751650;87751650;87751854;87751854;87751854;87751854;87751854;87751854;87752107;87752107;87752107;87752107;87752107;87752107;87752472;87752472;87752472;87752472;87752472;87752472;87752708;87752708;87752708;87752708;87752708;87752708;87753766;87753766;87753766;87753766;87753766;87753766;87754064;87754064;87754064;87754064;87754064;87754064;87754293;87754293;87754293;87754293;87754293;87754293;87754498;87754498;87754498;87754498;87754498;87754498;87755905;87755905;87755905;87755905;87755905;87755905;87756106;87756106;87756106;87756106;87756106;87756106;87756552;87756552;87756552;87756552;87756552;87756552;87756849;87756849;87756849;87756849;87756849;87756849;87757144;87757144;87757144;87757144;87757144;87757144;87757927;87757927;87757927;87757927;87757927;87757927;87758325;87758325;87758325;87758325;87758325;87758459;87759094;87759094;87759094;87759094;87759094;87759094;87759353;87759477;87759477;87759477;87759477;87759477;87760224;87760224;87760224;87760224;87760224;87760224;87762212;87762212;87762212;87762212;87763225;87763225;87763260;87768878;87768878;87768878;87768878;87768878;87768878	87750297;87750297;87750297;87750297;87750297;87750297;87751355;87751355;87751355;87751355;87751355;87751355;87751514;87751514;87751514;87751514;87751514;87751514;87751773;87751773;87751773;87751773;87751773;87751773;87751942;87751942;87751942;87751942;87751942;87751942;87752319;87752319;87752319;87752319;87752319;87752319;87752600;87752600;87752600;87752600;87752600;87752600;87752836;87752836;87752836;87752836;87752836;87752836;87753894;87753894;87753894;87753894;87753894;87753894;87754210;87754210;87754210;87754210;87754210;87754210;87754395;87754395;87754395;87754395;87754395;87754395;87754661;87754661;87754661;87754661;87754661;87754661;87756025;87756025;87756025;87756025;87756025;87756025;87756280;87756280;87756280;87756280;87756280;87756280;87756764;87756764;87756764;87756764;87756764;87756764;87756985;87756985;87756985;87756985;87756985;87756985;87757264;87757264;87757264;87757264;87757264;87757264;87758060;87758170;87758170;87758170;87758170;87758170;87758417;87758417;87758417;87758417;87758417;87758546;87759194;87759194;87759194;87759194;87759166;87759194;87759581;87759581;87759581;87759581;87759581;87759581;87760385;87760385;87760385;87760385;87760385;87760385;87762281;87762281;87762281;87762281;87763358;87763358;87763358;87768953;87768953;87768953;87768953;87768953;87768953	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4713	896	606	772	515	621	495	644	610	333	782	736	638	600	506	740	392	722	71	572	166
Ntrk1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	87778244;87779636;87780071;87781431;87781741;87782151;87782725;87783074;87783287;87783670;87785968;87788317;87788622;87789617;87791374;87791670;87794933	87778599;87779794;87780311;87781603;87781871;87782297;87782827;87783129;87783304;87783999;87786100;87788459;87788773;87789685;87791445;87791744;87795162	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2588	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
